"product_id","product_title","star_rating","review_date","review_headline","review_body","helpful_votes"
"B00K6ZIFFG","Lenovo Y50 15.6-Inch Touchscreen Gaming Laptop PC (Intel Core i7 2.4 GHz, 8GB DDR3 RAM, 1TB Hard Drive, Windows 8.1) - 59426255","5","2015-05-28","Five Stars","Amazing laptop...should have save to get the better version :(...anyway still love it","0"
"B00TI6TASK","MSI GE Series GE70 Apache Pro-681 17.3-Inch Gaming Laptop (Aluminum Black)","5","2015-05-29","Amazing! I did get a cooler to go under ...","Amazing! I did get a cooler to go under it to help with the heating but this computer has amazing performance running games such as Dragon Age Inquisition, SWTOR, WoW, etc. on highest settings. Great for gaming, everyday use, homework, and business work alike. Very happy with my purchase.","6"
"B00WJSQRNK","Acer Aspire V15 Nitro Black Edition VN7-591G-70RT 15.6-Inch Full HD (1920 x 1080) Gaming Laptop","1","2015-05-30","At least it looks pretty.","Awesome on paper, in reality... not so much.<br /><br />The build quality was decent, the left side of the screen on the unit I received was loose.  The glue must have come undone somehow.  The right hinge that attached the display to the body was uneven and made a popping noise every time the laptop was opened.  I'm very disappointed in how cheap the overall laptop felt.<br /><br />The other issue and the reason i RETURNED it, was the WiFi.  The older model used a 802.11 a/b/g/n chip, which many people complained about having terrible reception and bad range.  This newer model was SUPPOSED to have 802.11/a, which it doesn't.  I was having constant connection problems anywhere from 75ft+ from my router.  It's not my internet, as I tested my work laptop (Lenovo Y50) and had no problems with it.  I'm frustrated because it clearly stated in the item description that it used the newer WiFi band.<br /><br />It handled gaming like a champ, the keyboard felt good, and the track pad wasn't too terrible.  Maybe if they can fix some of these problems, I'd reconsider buying another, but until then, I'd stay away.  For $1,000+ you expect more.","11"
"B00MMMMMX2","ASUS ROG 15.6"" Gaming Laptop w/ GeForce GTX860M 2GB GDDR5 and Optimus Technology","5","2015-06-03","This laptop is performing great, I bought it for computer networking classes","This laptop is performing great, I bought it for computer networking classes , runs vmware etc fine... Have not used it for gaming as I have a desktop for that.","0"
"B00SIJGKEA","Alienware 15 ANW15-7493SLV 15.6-Inch Gaming Laptop (2.50GHz 4th Generation Intel Core i7 4710HQ Processor, 16GB RAM, 256GB SSD, Windows 8.1) [Discontinued By Manufacturer]","5","2015-06-03","the only aspect I'm not completely satisfied with is the fact that when I connected for ...","Works as expected, the only aspect I'm not completely satisfied with is the fact that when I connected for the first time two external monitors, one 3840 X 2160 and the other 1920 x 1200, the computer showed the blue screen nobody likes.  After a few adjustments and a BIOS update is working well.","0"
"B00T7XRGGC","ASUS K501UX 15-inch Gaming Laptop (Intel Core i7 Processor, 8GB RAM, 256GB SSD Hard Drive, Windows 10 (64 bit)), Black/Silver Metal","5","2015-06-04","Awesome notebook!!!","I have had this machine for several days now and I am very happy with this purchase. To be more specific I ordered the ASUS ROG i7, GTX 960M graphics card, 128GB SSD, 1TB HDD. I did a good deal of research prior to purchasing from Amazon, but saved about $100 in doing so compared to Newegg.com or TigerDirect.com. I'd like to add that after reading a large amount of the bad reviews on this notebook, I determined that those users likely had bad experiences due to lack of research on their behalf. If you are not computer literate or confident, please consult one of your nerd friends to help you make an educated decision. In the time I have had this notebook I have thrown intense online gaming at it on max settings as well as audio recording and it has performed flawlessly. After removing the bloatware that came with the computer I have been absolutely happy with this computer and would recommend it to anyone looking for a powerful notebook under $2000.","1"
"B00RV7Z1Q8","MSI GS60 GHOST-265 15.6-Inch Gaming Laptop","3","2015-06-05","Subpar components, Loud fan!","=====ORIGINAL REVIEW=========== Ordered This laptop through 2 day shipping and was pretty excited to spend the weekend gaming with it. It arrived right on time, BUT with a dead Hard Drive/SSD. It won't boot past the MSI logo and keeps entering the BIOS after doing a &#34;Media Check&#34; and says &#34;No Media found....&#34;, which means the BIOS isn't able to recognize the Primary partition on the mSATA SSD. The &#34;F3&#34; recovery key (as stated in the user manual) didn't work as well. This is literally right out of the box after UPS delivered it at my doorstep, so it's not even a day old. I also tried re-installing a copy of Windows 8 that I have using an UEFI bootable memory stick but the installation processe halted while formating the primary partition (SSD) with a memory error, which meant the mSATA was dead. I also do not think that the mSATA died in-transit, since SSDs are more tolerant to shock because of the absence of physical disks, so it had to be dead while in assembly line. Amazon is shipping me a replacement, but I am going to give it a test run anyways and return it for a refund and go for an Asus or Lenovo Y50.  It's a shame because the laptop looks absolutely gorgeous and is by far the thinnest gaming laptop I have ever seen and is super light, and honestly that is the only reason I took chances with MSI because I was highly skeptical of the quality of the product and my fears are actually true. MSI has poor quality control and seems that they use SUBPAR components. SSD seems to be a kingston SSD and I believe that is dead, since the computer won't boot at all. Who puts a &#34;Kingston SSD&#34; on a $1600 laptop?? Highly unreliable. And oh! the fan noise is close to my vacuum cleaner, even in BIOS mode the fans were going nuts and it was pretty loud, it also got a little hot. It was just in BIOS mode all the time and it got hot with fans whirling loudly I can't imagine what it would do when it actually boot into windows let alone while playinga game. It was my fault to not take the SSD failure reviews from other websites seriously. But a lesson has been learnt.  =============UPDATE=================== I received the replaced unit from amazon and thankfully this time all is well so I am bumping up the rating to 3 stars. Here are some pros and cons-  PROS- 1. Extremely Light and slim profile. Let me repeat, for a 15.5&#34; laptop, this is really really light weight. 2. Very pretty Display. It's not an IPS display (i think) but it does a pretty good job. No color bleeding noticed so far. I just wish the bezels weren't as thick and due to compactness and size it wobbles and has considerable flex due to the two hinges so you ought to be careful with it. 3. Steel series RGB keyboard customizability. Nice feature, but I would barely use it, but it's a nice to have feature for gamers. 4. Very fast boot and shut down times. The 16 gigs of memory and SSD does a pretty good job of keeping up with the OS level tasks. However, we will need to see how the SSD garbage collection fairs out in the long run. 5. Key board is very nice and tactile. The keys have a very nice travel and looks good too, other than the weird fonts used on the keyboard not a big fan of it. 6. Plenty of ports - 3 USB 3.0 with 1 power USB, SD card reader, HDMI, Ethernet Cable, Mini Display etc. and they are all appropriately positioned on both sides of the laptop. 7. Nice and long wall charger cables and the cables are flexible enough, the power brick is a bit too large but atleast it's slim.  CONS- 1. Fans are extremely loud. They would start whirling violently for no apparent reason even if you are not gaming and just copying files browsing etc. 2. Steel series RGB software is not friendly and needs some work. Also, the keyboard won't set to white light totally since there is some color bleeding from the bottom keys (spacebar, control, fn, alt) area which bleeds a mix of green/blue light when totally on white. Also the white is not totally whitebut I am ok with it however the blue/green bleed looks weird and distracting. 3. Killer wifi could be a little better. I updated all the drivers but still got an average of 3 to 5 Mbps lower speed than rest of the devices in my home and I have a 20Mbps connection. Perhaps this could be solved with a driver update in the future (?) 4. Did I mention that &#34;THE FANS ARE LOUD!!&#34; yes :( it is loud, very loud, but I think that is because of a slim profile of the laptop. 5. Battery is pretty bad, without gaming, with just some light downloading, productivity, or surfing the laptop lasts about 2 hours tops or sometime worse at 1.5 hrs. Again, I think the sacrifice in the battery size is because of the thinness of the laptop and it has a really tiny batter compared to the size of the laptop. I just wish if the battery backup would be better. PS: I have tested it with both Green and Normal Experience Shift Modes. 6. Tons of worthless bloatware including an annoying copy of Norton antivirus and other tools. But I guess you can get rid of them easily. 7. Track pad is terrible. I mean I have seen some bad ones in the past one but this one easily tops the list. I have read reviews about the trackpad online but since most of the reviews are I assumed some of those were exaggerations, but I was dead wrong. It has a weird texture and has a weird sensitivity. The &#34;Elan Smart-pad&#34; software barely works and multitouch is a nightmare,and palm rejection is almost non existent. Trackpad placement is odd but this is not the first laptop I am using with such a placement, so I will give that a pass. Just use a USB or bluetooth mouse with this anyways. And, windows key could get some getting used to since it has been moved to the right side and the &#34;Delete&#34; button is weirdly located above the num pad. 8. Sound, is not that great and sounds tinny at times. So I am not sure if that &#34;Dynaudio&#34; branding adds any benefits.","1"
"B00MM2WA8O","Acer Aspire V3-572G-54S6 Gaming Laptop - 15.6"" WLED Backlit Screen, 4th Gen Intel Core i5-4210U (1.70GHz), 8GB DDR3L Memory, 1TB HDD, 2GB NVIDIA GeForce GT 840M Graphics, Windows 8.1","5","2015-06-05","I'm happy with it","Powerful machine for the price. I'm happy with it.","0"
"B007MW73C2","ASUS Republic of Gamers G75VW 17.3-Inch Gaming Laptop","5","2015-06-07","... this computer in summer of 2012 and I ABSOLUTLEY LOVE IT!","I bought this computer in summer of 2012 and I ABSOLUTLEY LOVE IT!!!!!! I still have it as of today. In fact I am typing this review with it! It still runs as great as it did when I first bought it (especially since I removed most of the bloatware). Hopefully it will last me for a few more years!","2"
"B00P9X7V0A","LB1 High Performance New Super Cooling Fan for Qosmio X505-Q8100X 18.4-Inch Gaming Laptop (Omega Black) 3-Fan Cooling System Cooling Pad with Ergonomic 6-Level Adjustable Screen Height","1","2015-06-08","and not sturdy enough. Sure it did hold for about 3 ...","This cooling fan is not meant for an 18.5&#34; laptop.  Here is why, it is way too small, and not sturdy enough.  Sure it did hold for about 3 weeks, but then both of the hinges on the fan broke. Making the fan near useless if you want to use it on any flat surface.  As a bonus, the fan I got was already broken because only 2 of the three fans would turn on.  I could fix it electrically sure, but the point of buying something is that it works as soon as you get it.  In no way did I get what I paid for.","0"
"B00IEH5OZ2","Pwr+ 19V 6.3A 120W Extra Long 14 Ft Charger for Asus F554LA G550JK N53 G56JK N56JR N56JN K501LX N550JK N550JV N550JX N551JQ X550JK ZX53VW; GL551JM GL551JW GL552VW GL771JM GL752VW R500VJ R510CA R700VJ; VivoBook Q550 Q550L Q550LF X550 X750JA; G50 G50v G50VT G51J G55 G60 G60V G60J G60jx G60vx G74 G74S G74SX GL551 X750J X750JB ADP-120ZB BB ROG Series AC Power-Adapter Asus-Gaming Laptop-Battery Cord","4","2015-06-09","Four Stars","Exactly right","1"
"B00MCJQ6MI","Lenovo Y70 17.3-Inch Touchscreen Gaming Laptop PC (Intel Core i7 2.5GHz, 8GB DDR3 RAM, 1TB Hard Drive, External DVDRW, Windows 8.1) - 80DU0033US","5","2015-06-09","Five Stars","Very good laptop until today","0"
"B00WMCUHCA","Laptop Cooling Pad, iKross 15 - 17inch Powerful Gaming Laptop Cooling Pad with Four 140mm Fan at 12000RPM","5","2015-06-11","Works Really Well!","The item is exactly as listed. Very good quality. I can push down on each of the fans and have no buffeting at all. All four of the fans work well and very quietly. Would definitely recommend this item to those who need to keep their laptops cool!","4"
"B00T7XRH2A","ASUS K501UX 15-inch Gaming Laptop (Intel Core i7 Processor, 8GB RAM, 256GB SSD Hard Drive, Windows 10 (64 bit)), Black/Silver Metal","5","2015-06-11","Love it","I have to say that this Pc it's a great deal indeed!<br /><br />Great performace, great pricing.<br /><br />Cons.<br />keyboard feels a little sticky for my taste, but anyway this it's not a &#34;typing&#34; laptop so I can live with it.<br /><br />Carefull with the heating vents on the left, it pour a lot of hot air when Pc is working hard.<br /><br />Totally pleased with this item.","1"
"B00T7XRGGC","ASUS K501UX 15-inch Gaming Laptop (Intel Core i7 Processor, 8GB RAM, 256GB SSD Hard Drive, Windows 10 (64 bit)), Black/Silver Metal","5","2015-06-11","Gotta Go Fast","I won't tell the whole story about all my laptop research, but I'm a rising college freshman, and I need a machine that will never restrict me--be it Microsoft Office, 3D modeling software, Youtube, or Goat Simulator--and this sucker is SUBLIME!  Basically, it's too powerful for a basic user, but somewhat weak for a hardcore videogamer, and that fits me perfectly.  The specifications are accurately priced (don't let Sager fans tell you otherwise) and beyond adequate for basically anything you could ever want to do.  It even has a disc drive, which is rare to find in 15.6&#34; laptops--especially along with an IPS FHD screen, 128 GB of SSD, and an NVIDIA 900s series GPU (albeit the introductory one)!!  Don't make your decision solely based on reviews, but let mine be a testament to the outstanding craftsmanship, technological power, and legacy behind good ol' GL551JW-DS74!  And yes, the stories are true: I have clocked my laptop's startup time (from power button press to login screen) as fast as 10 seconds!  This machine is extraordinary!","1"
"B007X26SLS","Connectland 17-Inch Gaming Laptop Cooler Stand with Dual Cooling Fans","5","2015-06-12","Five Stars","did a good job cooling my laptop and was quiet","0"
"B00TI6TASK","MSI GE Series GE70 Apache Pro-681 17.3-Inch Gaming Laptop (Aluminum Black)","4","2015-06-15","So far very pleased. Does get a little hot need a fan ...","So far very pleased.  Does get a little hot need a fan to help with it.","4"
"B00WJSQREY","Acer Aspire V17 Nitro Black Edition VN7-791G-76Z8 17.3-Inch Full HD (1920 x 1080) Gaming Laptop","5","2015-06-18","Great for Second Life users","bought this for my wife to use in Second Life, the online virtual world that is very heavy on graphics.  Works excellent.  She has the inworld graphics set at max, and this machine screams!","6"
"B00SIJGBNK","Alienware 15 ANW15-1421SLV 15.6-Inch Gaming Laptop [Discontinued By Manufacturer]","5","2015-06-19","Great machine for gaming, not too heavy","Really solidly built and fast Alienware definitely slimmed it down. My only issue is that they don't update the software before they send it out so I had like 100 windows updates to do when I booted up.","2"
"B00O8X31DS","MSI GS60 Ghost Pro 15.6-inch Full HD Gaming Laptop (Intel Skylake i7-6700HQ 16GB RAM, 256GB SSD, 1TB HDD, NVIDIA GTX 970M 3GB, Windows 10)","5","2015-06-20","Nice laptop, warranty is still good even sticker is tampered","Nice laptop, it can run all my new games at high quality. Only the fans are a little noisy. As someone mentioned, the warranty sticker is tampered because seller upgraded the ram from 8gb to 16gb. This actually disappointed me at first. However, after did some research, I find it's not a problem in US. Check out this link from MSI official website: https://service.msicomputer.com/msi_user/support/techfaqdetail.aspx?formid=3070 . I also called MSI and they confirmed that the warranty wont be voided if users only upgrade the ram or hard drive / SSD. They also mentioned Canada is also included in this policy but I didn't find any info online. So finally it's not a problem to me and this is really a good deal to get this slim game laptop compared to those heavy ones like Alienware or ROG.","3"
"B00K6ZIMPE","Lenovo Y50 15.6-Inch Gaming Laptop (59425944) Black","3","2015-06-21","Three Stars","Touchpad SUCKS!","1"
"B00T7XRH2A","ASUS K501UX 15-inch Gaming Laptop (Intel Core i7 Processor, 8GB RAM, 256GB SSD Hard Drive, Windows 10 (64 bit)), Black/Silver Metal","1","2015-06-24","NEVER BUY THIS IF YOU EDIT PHOTOS, VIDEO OR PLAY GAMES","Laptop shuts down when plugged in ALL THE TIME for no reason. I barely used it since I bought it. I thought it would be a decent laptop but I've been busy working so I didn't open it till mid June - nearly a month and a half after I bought it from Amazon which UNFORTUNATELY, is beyond the return date for Amazon. This thing shut down randomly even while plugged in. Not only that, when editing photos and videos, the screen dims constantly. THIS LAPTOP SUCKS!!! I hate it more than words can say and now I have to go through ASUS to return it which is going to suck. Don't get it. Gaming, video editing, photo editing will all dim constantly while using this laptop. I changed the Windows 8 power settings and it didn't fix anything. On the ASUS forums basically they say I have to disable drivers and graphics cards to get it to stop dimming. UMMM, WHAT is the point of disabling graphics cards? I bought this computer BECAUSE of the graphics cards. Stay far far away.","0"
"B00MCJQ6MI","Lenovo Y70 17.3-Inch Touchscreen Gaming Laptop PC (Intel Core i7 2.5GHz, 8GB DDR3 RAM, 1TB Hard Drive, External DVDRW, Windows 8.1) - 80DU0033US","5","2015-06-24","Marvelous","This was my son's graduation present.  He loves everything about it although future possible purchasers should be forewarned it's pretty heafty.","0"
"B00RVUMRKS","MSI GE62 APACHE-002 15.6-Inch Gaming Laptop","4","2015-06-25","SSD install?","Trying to install an SSD to this laptop. The ssd drive is connected and was able to migrate OS from hdd to SSD however I am not able to boot from SSD. I have changed settings in BIOS to boot from SSD with no luck. Please help?","1"
"B00FYNP9GI","Laptop Sleeve Bag, Evecase Ultra-Slim Neoprene Padded Sleeve Case Bag w/ Accessory Pocket for Laptop / Gaming Laptop / Notebook / Ultrabook / Chromebook","5","2015-06-26","zipper works great. the small pocket for the charger stretches and ...","fits my 11&#34; laptop perfectly; zipper works great.<br />the small pocket for the charger stretches and fits well","0"
"B00TPOZQQK","Dell Alienware 17 ALW17-5311sLV 17.3-Inch Gaming Laptop i7-4710MQ, 8GB Memory, 1TB Hard Drive, NVIDIA GeForce GTX 860M, Full HD 1080P, Bluray, Windows 8","5","2015-06-27","5 stars","I bought this because I do heavy amounts of work with lots of large, high-quality images as well as text documents filled with those images.<br /><br />So far, it's fast, quiet and I haven't had any problems at all.","1"
"B00T7XRH2A","ASUS K501UX 15-inch Gaming Laptop (Intel Core i7 Processor, 8GB RAM, 256GB SSD Hard Drive, Windows 10 (64 bit)), Black/Silver Metal","3","2015-06-27","Good when plugged in","The laptop is amazing when plugged in, but it crashes whenever I try to game on battery. The specs are amazing and I can play most of my games on high performance.","0"
"B00OBA5AMI","ASUS ROG 15.6"" Gaming Laptop w/ GeForce GTX860M 2GB GDDR5 and Optimus Technology","4","2015-06-28","A lot of laptop for the price.","I like the laptop, great processor for the price. Thought the casing a bit flimsy, but I'm used to Thinkpads. Otherwise, everything meets expectations.","0"
"B00TI6TASK","MSI GE Series GE70 Apache Pro-681 17.3-Inch Gaming Laptop (Aluminum Black)","5","2015-06-28","Love it. Makes all my other computers look really ...","Love it. Makes all my other computers look really slow. It suits my needs for both gaming and graphic design.","1"
"B00T7XRGGC","ASUS K501UX 15-inch Gaming Laptop (Intel Core i7 Processor, 8GB RAM, 256GB SSD Hard Drive, Windows 10 (64 bit)), Black/Silver Metal","5","2015-06-29","Five Stars","Love IT!","0"
"B00T7XRH2A","ASUS K501UX 15-inch Gaming Laptop (Intel Core i7 Processor, 8GB RAM, 256GB SSD Hard Drive, Windows 10 (64 bit)), Black/Silver Metal","1","2015-06-30","I should have paid attention to reviews","Unfortunately I should have paid attention to other reviews I had read on this laptop. It really never worked with continuous blue screens that were beyond device driver problems in my opinion. I tried everything advised to no avail. I decided to return it as I have read that even replacements would show these kind of problems. Too bad as I was in love with the specifications","6"
"B00WMCUHCA","Laptop Cooling Pad, iKross 15 - 17inch Powerful Gaming Laptop Cooling Pad with Four 140mm Fan at 12000RPM","3","2015-06-30","It does its job but at a cost","I thought I would like this more than I do.  The unit just seems so flimsy and I am worried that it is going to break on me.<br />The USB placement is a little annoying being on the back and in the 'dip' zone.  Trying to get it plugged in with the laptop on the pad can be a little frustrating.  Rotary dials for fans are on the back too, making it somewhat difficult to adjust when you have something on it.  And for some reason on the back there is a hole like it was going to have an external power plug but the company just put a sticker over it that fell off minutes out of the box.<br /><br />Fans 5/5<br />Cooling 5/5<br />Construction 2/5<br />Design 2/5<br />User friendly 2/5<br /><br />Total 16/25","1"
