artist_name,album_name,album_release_date,album_popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_popularity,artist_popularity,artist_num_followers,artist_genres
Chris Miller,This Precious Disease,1/1/2008,0,0.451545455,0.263727273,-14.40909091,0.034427273,0.627272727,0.013134638,0.128509091,0.304763636,109.2083636,205550.3636,0,15,79,
Chris Miller,In Plain View,1/1/2000,0,0.7334375,0.4000625,-12.60175,0.0578,0.70166875,0.8198125,0.11288125,0.45625,111.6753125,206383.375,0,15,79,
Chris Miller,Chris Miller,8/10/2005,0,0.4021,0.1146185,-23.3148,0.12135,0.9694,0.8766,0.13978,0.20228,106.2381,273929.5,0,15,79,
Chris Miller,"Dark Heights: The Soundtrack, Vol. I",12/20/2016,0,0.31755,0.185241,-25.2577,0.05456,0.9529,0.9153,0.10217,0.13141,111.7334,565118.6,0,15,79,
Chris Miller,Nomad Sessions,11/5/2010,0,0.517714286,0.384285714,-8.464571429,0.031871429,0.388714286,0.096000991,0.145,0.491285714,123.403,153844.8571,0,15,79,
Chris Miller,Whats Next,6/11/2008,0,0.6212,0.5092,-7.4998,0.03063,0.35621,0.022416533,0.17397,0.4539,113.9502,219751.6,0,15,79,
Chris Miller,The Lost Boy,1/1/1993,0,0.473866667,0.496066667,-9.7688,0.04212,0.40796,9.33E-06,0.22792,0.4564,133.2319333,227192.9333,0,15,79,
Chris Miller,Chris Miller 6,9/1/2011,0,0.750818182,0.452181818,-10.02418182,0.083727273,0.570345455,0.550546909,0.158381818,0.666181818,118.2870909,205174,0,15,79,
Chris Miller,Somewhere In Between Never Again,9/21/2009,0,0.241571429,0.154894286,-20.48957143,0.043714286,0.982714286,0.842,0.095942857,0.053671429,95.39514286,448691.2857,0,15,79,
Court Yard Hounds,Amelita,7/15/2013,0,0.604545455,0.603545455,-6.952454545,0.030336364,0.3544,0.000436175,0.145081818,0.54,112.2170909,231466.7273,0,15,3526,"contemporary country, country dawn"
Thalia,Sleepwalking,4/18/2017,0,0.478818182,0.223109091,-9.465545455,0.033609091,0.927272727,3.30E-06,0.104254545,0.1661,106.448,236620.6364,0,15,10093,
James McCartney,The Blackberry Train,5/6/2016,0,0.420363636,0.572818182,-8.093363636,0.038290909,0.182685191,0.016945973,0.123345455,0.380181818,122.5318182,238856.6364,0,16,3809,
John & Jacob,John & Jacob,6/28/2015,0,0.508272727,0.723454545,-5.283727273,0.041727273,0.043729818,0.000755552,0.256818182,0.478363636,126.5694545,191236.2727,0,17,1811,
Jose Gonzalez,All In Your Mind,10/17/2017,0,0.365127273,0.455272727,-13.80727273,0.033536364,0.042955818,0.0255492,0.2481,0.357818182,86.83690909,318680,0,19,1504,
Jose Gonzalez,Gaga Goo,11/28/2014,0,0.201672727,0.496090909,-10.38509091,0.034527273,0.181687273,0.086805679,0.300209091,0.321090909,136.5841818,299181.1818,0.090909091,19,1504,
Jose Gonzalez,Believe,2/22/2018,0,0.384916667,0.401916667,-12.38383333,0.029191667,0.38565,0.017514939,0.196475,0.311333333,90.75358333,336797,0,19,1504,
Jose Gonzalez,If The World Was Mine,9/6/2016,0,0.468833333,0.476,-12.22222222,0.029694444,0.041088983,0.000192509,0.192955556,0.290222222,105.33,252219.0556,0,19,1504,
Jose Gonzalez,Have You Seen A Child?,11/7/2017,0,0.347692308,0.442615385,-14.40246154,0.033746154,0.110583923,0.073070535,0.174146154,0.310723077,103.2936923,268626.3077,0,19,1504,
Jose Gonzalez,Bubble World,12/19/2016,0,0.282011111,0.405555556,-12.97055556,0.033861111,0.100095689,0.007612771,0.143883333,0.397055556,115.0220556,218333.8333,0,19,1504,
Jose Gonzalez,Be The One,1/18/2018,0,0.343083333,0.341416667,-13.89833333,0.029791667,0.496091667,0.044503941,0.159066667,0.2915,122.9766667,307397.25,0,19,1504,
Jose Gonzalez,Alien,3/28/2018,0,0.486727273,0.371454545,-13.27336364,0.031545455,0.548081818,0.0008727,0.198727273,0.382909091,118.5481818,348555.1818,0,19,1504,
Jose Gonzalez,Donald 2024,7/24/2018,0,0.386285714,0.437714286,-10.85671429,0.0295,0.701714286,0.000121929,0.167714286,0.351,126.971,557303,0,19,1504,
Jose Gonzalez,These Walls (Remixes),10/12/2010,0,0.796555556,0.746888889,-8.696,0.068433333,0.018823733,0.621,0.084388889,0.536222222,125.6671111,422548.8889,0,19,1504,
Jose Gonzalez,Another Dimension,12/5/2017,0,0.2906,0.4465,-13.2431,0.03439,0.038436,1.97E-05,0.16118,0.3057,120.1485,327518.4,0,19,1504,
Jose Gonzalez,Bomb Bomb,12/15/2015,0,0.2574375,0.5205,-9.8716875,0.03379375,0.0345214,0.005268391,0.2511625,0.412125,120.7106875,211989.5,0,19,1504,
Jose Gonzalez,Are You Communicating,11/21/2017,0,0.329693333,0.417666667,-13.75926667,0.032246667,0.051890147,0.000195624,0.209666667,0.355066667,116.768,239514.1333,0,19,1504,
Jose Gonzalez,On Top Of The World,10/3/2017,0,0.334561538,0.454384615,-13.60353846,0.034023077,0.087220077,1.76E-05,0.187823077,0.380153846,103.9376154,268787.3846,0,19,1504,
Jose Gonzalez,Talking To The Moon,1/26/2015,0,0.319285714,0.482666667,-10.44809524,0.032280952,0.07629081,0.052273095,0.263666667,0.38952381,97.86257143,303876.381,0,19,1504,
Siobhan Fahey,The MGA Sessions,11/5/2012,0,0.4335625,0.43,-15.28125,0.1055375,0.437691244,0.40437875,0.3381875,0.24183125,118.53775,263512.5,0,19,371,
Stefan Mross,Greif zu,4/19/2011,0,0.621923077,0.768230769,-5.754846154,0.039707692,0.132374615,0.072619965,0.2125,0.638869231,116.9760769,214576.5385,0,22,1744,volksmusik
Billy Sheehan,Cosmic Troubadour,2/22/2005,0,0.4722,0.862866667,-7.192933333,0.052233333,0.021681773,0.47430955,0.21386,0.4466,120.2462,258333.5333,0,23,8711,
Billy Sheehan,Compression,8/21/2001,0,0.489909091,0.774454545,-10.17590909,0.047409091,0.029003064,0.00930824,0.1523,0.532272727,110.4267273,259200.0909,0,23,8711,
Chad Smith,Semi Lowco,9/27/2016,0,0.5021,0.7992,-4.8491,0.04974,0.02228486,0.1957678,0.1102,0.6074,131.4399,210241.3,0,23,881,
Chad Smith,The Waiter,1/1/2003,0,0.5634375,0.3854375,-8.014125,0.029625,0.6000625,3.22E-07,0.13566875,0.58975,121.249375,199902.5,0,23,881,
Chad Smith,Rhythm Train,6/21/2010,0,0.566857143,0.585785714,-10.91242857,0.11305,0.195172857,2.97E-05,0.414071429,0.600114286,114.8935,232476.2143,0,23,881,
Chad Smith,Rooted,7/20/2012,0,0.624363636,0.345509091,-10.81236364,0.068272727,0.826818182,0.160438945,0.124081818,0.2791,117.4574545,251778.2727,0,23,881,
Chad Smith,Mostly I Lie,1/1/2004,0,0.663117647,0.443176471,-11.63958824,0.029070588,0.378382353,0.000280194,0.119241176,0.407882353,116.57,217084.6471,0,23,881,
Mark Owen,The Art Of Doing Nothing,1/1/2013,0,0.4621,0.7234,-7.3038,0.04043,0.0671237,0.006045112,0.20329,0.2953,125.0628,272079.3,0,23,10525,
Bill Wyman,Monkey Grip,6/22/2015,0,0.631333333,0.693888889,-9.748666667,0.044955556,0.156077778,0.010382922,0.1825,0.833,129.657,243440,0,25,6040,
Gene Simmons,Jumpin Gene Simmons,7/25/2014,0,0.741916667,0.655,-7.96325,0.101541667,0.611083333,2.87E-05,0.155175,0.938583333,128.8425833,138607.8333,0.083333333,26,22574,"glam metal, hard rock"
Stefanie Hertel,Weihnachten mit Stefanie Hertel,1/1/1999,0,0.558461538,0.645692308,-3.504461538,0.027669231,0.659,4.44E-05,0.220823077,0.544461538,131.5484615,202538.5385,0,26,4358,"classic schlager, schlager, volksmusik"
Stefanie Hertel,Dezembergefühl,10/30/2014,0,0.553428571,0.411714286,-8.934071429,0.055857143,0.482142857,3.98E-07,0.192428571,0.4475,124.8982143,194005.6429,0.071428571,26,4358,"classic schlager, schlager, volksmusik"
Vittorio Grigolo,Festliches Adventskonzert aus der Dresdner Frauenkirche,11/11/2011,0,0.271778571,0.159764286,-22.64535714,0.052764286,0.966285714,0.19297915,0.434214286,0.157957143,107.8325714,251582.0714,0,26,5411,"classical tenor, opera, operatic pop"
Captain Sensible,The Definitive Captain Sensible,8/10/2009,0,0.318909091,0.724363636,-13.39527273,0.089372727,0.038693636,0.051337918,0.243854545,0.342909091,154.5958182,304384.2727,0,27,3391,dance rock
Bob Geldof,"Sex, Age & Death",4/24/2013,0,0.5462,0.47051,-13.2382,0.06685,0.29992,0.378287868,0.20596,0.38928,109.2725,270577.5,0,28,7946,
John Oates,Stand Strong,10/23/2013,0,0.557083333,0.7945,-5.850166667,0.049183333,0.143365,0.005970443,0.208441667,0.517083333,101.97475,231189.5833,0,28,20777,
AJ McLean,Have It All,1/20/2010,0,0.595272727,0.760272727,-4.97,0.046636364,0.108530091,6.69E-06,0.208545455,0.556818182,119.8650909,208696.9091,0,29,6046,
Anthony Callea,Anthony Callea,2/27/2005,0,0.48325,0.652,-5.628416667,0.031158333,0.2673725,0.000279799,0.150466667,0.445641667,112.4253333,237870,0,29,8121,australian pop
Tommy Lee,To The Arms of Jesus,10/28/2011,0,0.469714286,0.489642857,-6.596214286,0.028257143,0.797428571,9.47E-05,0.170735714,0.484857143,106.7386429,217327.6429,0,29,11730,
Della Reese,On Stage/ At Basin St East,7/19/2004,0,0.474363636,0.554918182,-12.25295455,0.304472727,0.754318182,5.63E-05,0.732727273,0.523272727,110.6013182,207164.1818,0,30,7450,"cabaret, christmas, vocal jazz"
Della Reese,Voice Of An Angel,10/14/1996,0,0.4397,0.30162,-12.1896,0.04678,0.81895,0.000578415,0.200595,0.403605,103.39915,197902.05,0,30,7450,"cabaret, christmas, vocal jazz"
Della Reese,What Do You Know About Love,11/1/2014,0,0.278083333,0.22,-14.65666667,0.030491667,0.865666667,1.55E-05,0.2675,0.245333333,81.37833333,174623.3333,0,30,7450,"cabaret, christmas, vocal jazz"
Della Reese,Della,5/27/2002,0,0.58525,0.314570833,-13.087125,0.137220833,0.83925,0.000549686,0.2531625,0.558125,113.9074583,158556.7083,0,30,7450,"cabaret, christmas, vocal jazz"
Della Reese,Della Della Cha Cha Cha,3/1/2011,0,0.775333333,0.293416667,-16.73483333,0.082258333,0.536583333,4.83E-07,0.19545,0.813583333,134.0109167,160180.0833,0,30,7450,"cabaret, christmas, vocal jazz"
Della Reese,Amen,11/1/2014,0,0.373444444,0.325644444,-11.30688889,0.0345,0.799333333,0.024355964,0.276333333,0.499244444,97.669,212405.8889,0,30,7450,"cabaret, christmas, vocal jazz"
Lucie Bílá,Moja a pav,3/28/2008,0,0.678625,0.3835625,-10.6623125,0.48395,0.51175,0.000373104,0.20501875,0.59,126.79425,221709.1875,0,30,3526,"classic czech pop, czech folk, czech pop, slovak pop"
Lucie Bílá,Missariel (Edice k 25. vyroci),4/7/2017,0,0.4304,0.5411,-10.4979,0.06524,0.30076,0.000895399,0.32765,0.4294,130.3265,239573.3,0,30,3526,"classic czech pop, czech folk, czech pop, slovak pop"
Five Knives,The Rising Remixes,6/3/2014,0,0.634578947,0.826052632,-5.104421053,0.112410526,0.007530737,0.291149821,0.209721053,0.436315789,132.1527368,325042.3158,0,31,4528,
Jakob Dylan,Women and Country,10/6/2010,0,0.592083333,0.411083333,-12.5705,0.039675,0.66925,0.285049167,0.110783333,0.490916667,124.1934167,238913.3333,0,32,16652,
Neal Schon,<U+30BD><U+30FC>·<U+30E6><U+30FC>,4/30/2014,0,0.4362,0.7711,-6.7269,0.06217,0.01006351,0.17800354,0.21913,0.37708,106.941,323745.5,0,32,8048,instrumental rock
Neal Schon,The Calling,11/21/2012,0,0.406923077,0.786615385,-5.910153846,0.053038462,0.103052622,0.668307692,0.275292308,0.396076923,117.3551538,279177.4615,0,32,8048,instrumental rock
Clay Aiken,Measure Of A Man,9/1/2003,0,0.542583333,0.715166667,-5.486083333,0.037083333,0.168933333,2.40E-07,0.230525,0.369958333,120.3791667,242805.5,0,33,21367,idol
Clay Aiken,On My Way Here,5/13/2008,0,0.47225,0.591,-7.242416667,0.034183333,0.366491667,2.56E-06,0.103458333,0.31225,125.1200833,249706.75,0,33,21367,idol
Glenn Hughes,<U+30EC><U+30BE><U+30CD><U+30A4><U+30C8>,10/28/2016,0,0.3675,0.823166667,-4.11175,0.073458333,0.056271775,0.116688148,0.181475,0.438666667,127.1715833,276409.9167,0,35,21884,"album rock, hard rock, modern hard rock, rock"
Glenn Morrison,Reflections - Film Soundtrack Album,2/16/2017,0,0.465461538,0.585276923,-13.936,0.052984615,0.373071185,0.611358185,0.236923077,0.377715385,106.8541538,263388.1538,0,35,3818,
Mike Gordon,Overstep,2/25/2014,0,0.637818182,0.773636364,-6.652909091,0.041909091,0.271263636,0.000621914,0.138763636,0.786272727,120.8885455,268192.7273,0.090909091,35,10815,jam band
Taboo,Down the Rabbit Hole,4/28/2017,0,0.632714286,0.667,-8.609857143,0.456,0.435857143,2.29E-05,0.49,0.563285714,99.81942857,183640.4286,0.142857143,35,438,
The Last Internationale,We Will Reign,8/19/2014,0,0.5422,0.7963,-4.6091,0.04619,0.0950391,0.0360943,0.15037,0.5182,144.1225,220298.6,0,35,15859,
Barbara Mandrell,All Time Favorites: Barbara Mandrell,3/19/2015,0,0.478,0.33897,-14.0032,0.0502,0.8052,6.52E-05,0.4452,0.5872,115.2408,146817.3,0.1,36,62041,"country, country gospel, nashville sound, traditional country"
Barbara Mandrell,Please Release Me,1/1/2014,0,0.4639,0.34092,-13.9904,0.04967,0.8041,9.13E-05,0.4612,0.5851,123.0136,146817.3,0,36,62041,"country, country gospel, nashville sound, traditional country"
Barbara Mandrell,All Time Best: Barbara Mandrell,6/5/2015,0,0.4654,0.33954,-13.9798,0.05081,0.8015,4.31E-05,0.4387,0.5857,118.1859,146817.3,0,36,62041,"country, country gospel, nashville sound, traditional country"
Dan Smith,Heartfelt,12/20/2006,0,0.467857143,0.577142857,-6.461857143,0.040585714,0.442857143,0.0014167,0.215885714,0.267457143,123.6692857,288038.1429,0,36,723,
Dan Smith,Dan Smith,3/20/2008,0,0.5565,0.6263,-12.6783,0.03505,0.16,0.19279379,0.18262,0.644,106.8731,245506.6,0.1,36,723,
Chickenfoot,III,11/1/2011,0,0.503,0.8464,-5.1287,0.05205,0.056712,0.014245088,0.13299,0.4994,117.9732,271548,0,37,65580,"album rock, hard rock, modern hard rock, rock"
Dannii Minogue,Touch Me Like That (Dannii Minogue Vs Jason Nevins),1/1/2008,0,0.733,0.6556,-6.8908,0.07626,0.00203232,0.57314,0.07782,0.62,128.3924,405525,0,37,36414,"australian dance, australian pop, bubblegum dance, dance pop, electropop, europop, new wave pop, strut, vocal house"
Doyle Bramhall II,Welcome,2/12/2001,0,0.36925,0.755166667,-5.407916667,0.05275,0.058326833,0.041920194,0.186433333,0.419833333,125.7559167,340545.5,0,37,14415,"blues-rock, electric blues, modern blues"
Grimm,Kalt Wie Dein Herz,11/2/2009,0,0.548363636,0.754545455,-6.446727273,0.0629,0.066598773,0.012771578,0.174245455,0.292463636,118.8276364,377181.2727,0,37,1773,viking metal
Grimm,Suckerpunch,6/27/2006,0,0.752235294,0.723705882,-6.852058824,0.345194118,0.246394118,0.017959285,0.355558824,0.662117647,117.0993529,213978,0.058823529,37,1773,viking metal
Marc Almond,Mother Fist and Her Five Daughters,3/10/2010,0,0.460333333,0.620166667,-7.349583333,0.039933333,0.216391667,0.002110994,0.184,0.577833333,111.95175,250751.25,0,37,25720,"dance rock, new romantic, new wave, new wave pop, synthpop"
Matt Cardle,The Fire,11/6/2013,0,0.500214286,0.524378571,-8.323071429,0.04695,0.414757857,0.000366029,0.146535714,0.338542857,108.815,220058,0,37,36011,talent show
Osunlade,Mommàs Groove,9/22/2008,0,0.8392,0.7324,-9.4176,0.07526,0.20176,0.7852,0.09868,0.4782,123.172,417149.2,0.4,37,16273,"afro house, broken beat, chicago house, deep house"
Osunlade,Pride (Osunlade Presents Nadirah Shakoor),7/30/2010,0,0.8232,0.7274,-10.2114,0.1078,0.084035,0.6402,0.08212,0.536,125.735,478396,0,37,16273,"afro house, broken beat, chicago house, deep house"
Paul Rodgers,The Royal Sessions (Commentary),1/28/2014,0,0.61235,0.4266,-12.8178,0.39555,0.653815,3.98E-05,0.207485,0.78095,111.95025,137815.6,0,37,18776,"blues-rock, classic rock, electric blues, modern blues"
Paul Rodgers,<U+30B6>·<U+30ED><U+30A4><U+30A2><U+30EB>·<U+30BB><U+30C3><U+30B7><U+30E7><U+30F3><U+30BA>,1/29/2014,0,0.594076923,0.550923077,-9.157,0.041615385,0.3355,6.32E-05,0.141053846,0.759923077,125.899,237494.3846,0,37,18776,"blues-rock, classic rock, electric blues, modern blues"
Boy George,Amazing Grace,12/9/2010,0,0.650142857,0.818357143,-6.958785714,0.064814286,0.038945014,0.311621286,0.247464286,0.341928571,128.6329286,369889.4286,0.142857143,38,136156,"dance rock, new romantic, new wave pop"
Stefano Bollani,The Macerata Concert (Live),2/17/2000,0,0.4338,0.07489,-27.0107,0.04506,0.9896,0.8599,0.8021,0.26309,118.369,456840,0,38,19329,italian jazz
Fightstar,<U+30AA><U+30EB><U+30BF><U+30CD><U+30A4><U+30C8>·<U+30A8><U+30F3><U+30C7><U+30A3><U+30F3><U+30B0><U+30BA>,8/11/2008,0,0.4822,0.6782,-7.151266667,0.0457,0.128009407,0.18908288,0.178393333,0.28228,123.8181333,218392.9333,0,39,36845,british alternative rock
Jonathan Butler,So Strong,7/5/2010,0,0.695214286,0.644642857,-6.242214286,0.054057143,0.293442857,0.201336521,0.106142857,0.682357143,105.5672857,253692.4286,0,39,17763,"smooth jazz, south african jazz"
Jonathan Butler,The Best Of: Live in South Africa,2/11/2007,0,0.616357143,0.616214286,-7.431857143,0.0522,0.192714286,0.198780357,0.651071429,0.548928571,97.85328571,301659.5714,0,39,17763,"smooth jazz, south african jazz"
Jonathan Butler,The Ultimate Butler,11/17/2003,0,0.648333333,0.577833333,-7.82275,0.031508333,0.418266667,0.167559925,0.080325,0.501083333,114.9198333,282233.3333,0,39,17763,"smooth jazz, south african jazz"
Jools Holland,A World Of His Own,1/1/1990,0,0.602833333,0.439608333,-15.85891667,0.080825,0.466616667,0.329102083,0.213116667,0.6625,101.7311667,207714.1667,0,39,17303,boogie-woogie
Raphael Gualazzi,Raphael Gualazzi - Best Of -,3/21/2018,0,0.570714286,0.670928571,-5.436428571,0.046564286,0.401018571,0.025803956,0.132664286,0.606571429,111.4149286,217635.2857,0.071428571,39,33877,
Rolando Villazón,Les Stars du Classique: Rolando Villazon,1/1/2010,0,0.277,0.1655,-18.5405625,0.0488625,0.97275,0.089295291,0.1463125,0.1948125,97.0001875,283227.5,0,39,11904,"classical performance, classical tenor, opera, operatic pop"
Sharam,Dont Say a Word...,2/9/2010,0,0.6494,0.7216,-7.5596,0.04684,0.0466724,0.314591,0.10978,0.4186,127.203,427018.2,0,39,10114,
Sharam,Get Wild Album,1/25/2010,0,0.724136364,0.645863636,-9.607454545,0.062754545,0.06511,0.583125632,0.126595455,0.297836364,125.9558636,483395.9091,0,39,10114,
Sharam,Our Love,10/5/2012,0,0.627571429,0.745428571,-5.783428571,0.044228571,0.021804286,0.147952857,0.123757143,0.181528571,129.686,375379.4286,0,39,10114,
Sharam,Fun,4/17/2011,0,0.7131,0.8289,-6.3431,0.04299,0.0031208,0.2990313,0.2259,0.24981,127.2136,405331.7,0,39,10114,
